,winner,loser,court,Type,set1.1,set1.2,set2.1,set2.2,set3.1,set3.2
322,Frances Tiafoe,Mikhail Kukushkin,Outdoor,Hard,6,1,6,7,6,3
323,Andrew Whittington,Adam Pavlasek,Outdoor,Hard,6,4,4,6,6,2
324,Donald Young,Thomas Fabbiano,Outdoor,Hard,6,4,7,6,6,4
325,Mischa Zverev,Guillermo Garcia-Lopez,Outdoor,Hard,6,3,7,6,6,4
326,Radek Stepanek,John-Patrick Smith,Outdoor,Hard,6,2,6,4,0,0
327,Frances Tiafoe,Tim Smyczek,Outdoor,Hard,3,6,6,0,7,5
328,Bjorn Fratangelo,Hiroki Moriya,Outdoor,Hard,4,6,6,4,6,4
329,Lukas Lacko,Denis Kudla,Outdoor,Hard,6,2,6,2,0,0
330,Noah Rubin,Evgeny Donskoy,Outdoor,Hard,6,2,6,4,0,0
331,Jurgen Melzer,Rajeev Ram,Outdoor,Hard,6,2,3,6,6,3
332,Ernesto Escobedo,Yuki Bhambri,Outdoor,Hard,6,7,6,2,6,4
333,Andrey Rublev,Peter Polansky,Outdoor,Hard,6,4,4,6,6,3
334,Alex Bolt,Julien Benneteau,Outdoor,Hard,6,3,7,5,0,0
335,Go Soeda,Marco Trungelliti,Outdoor,Hard,6,2,3,6,6,4
336,Thomas Fabbiano,Andre Ghem,Outdoor,Hard,6,4,7,6,0,0
337,Alexander Bublik,Duckhee Lee,Outdoor,Hard,4,6,6,4,6,4
338,Ivan Dodig,Di Wu,Outdoor,Hard,6,1,7,5,0,0
339,Blake Mott,James McGee,Outdoor,Hard,7,6,3,6,6,3
340,Reilly Opelka,Casper Ruud,Outdoor,Hard,7,6,6,3,0,0
341,Luca Vanni,Jan Satral,Outdoor,Hard,4,6,6,4,6,4
342,Radek Stepanek,Blaz Kavcic,Outdoor,Hard,6,3,6,7,8,6
343,Frances Tiafoe,Yannik Reuter,Outdoor,Hard,6,4,6,0,0,0
344,Andrey Rublev,Yuichi Sugita,Outdoor,Hard,6,4,7,6,0,0
345,Bjorn Fratangelo,Stefanos Tsitsipas,Outdoor,Hard,4,6,6,1,6,3
346,Lukas Lacko,Maximo Gonzalez,Outdoor,Hard,4,6,6,2,6,2
347,Evgeny Donskoy,Matthew Ebden,Outdoor,Hard,7,6,4,6,6,2
348,Jurgen Melzer,Taro Daniel,Outdoor,Hard,6,3,6,2,0,0
349,Blake Mott,Tobias Kamke,Outdoor,Hard,6,2,6,4,0,0
350,Denis Kudla,Darian King,Outdoor,Hard,4,6,6,4,6,4
351,Rajeev Ram,Marcelo Arevalo,Outdoor,Hard,6,1,4,6,8,6
352,Ernesto Escobedo,Tatsuma Ito,Outdoor,Hard,6,1,6,3,0,0
353,Peter Polansky,Mirza Basic,Outdoor,Hard,6,4,6,3,0,0
354,Tim Smyczek,Mohamed Safwat,Outdoor,Hard,6,4,6,3,0,0
355,Julien Benneteau,Guilherme Clezar,Outdoor,Hard,7,5,6,0,0,0
356,Go Soeda,Adrian Menendez-Maceiras,Outdoor,Hard,3,6,6,4,7,5
357,James McGee,Vincent Millot,Outdoor,Hard,6,2,6,4,0,0
358,Thomas Fabbiano,Akira Santillan,Outdoor,Hard,4,6,6,4,6,2
359,Noah Rubin,Roberto Carballes Baena,Outdoor,Hard,6,4,3,6,6,2
360,Yuki Bhambri,Pedja Krstin,Outdoor,Hard,6,3,6,4,0,0
361,Alex Bolt,Matthias Bachinger,Outdoor,Hard,6,4,7,6,0,0
362,Alexander Bublik,Kimmer Coppejans,Outdoor,Hard,6,7,6,4,6,2
363,Ivan Dodig,Laslo Djere,Outdoor,Hard,6,3,1,6,6,2
364,Andre Ghem,Yuya Kibi,Outdoor,Hard,2,6,6,3,6,1
365,Duckhee Lee,Bradley Mousley,Outdoor,Hard,6,7,6,0,6,2
366,Hiroki Moriya,Uladzimir Ignatik,Outdoor,Hard,4,6,6,2,6,3
367,Reilly Opelka,Mitchell Krueger,Outdoor,Hard,6,3,7,6,0,0
368,Casper Ruud,Jonathan Eysseric,Outdoor,Hard,6,3,3,6,6,3
369,Jan Satral,Yasutaka Uchiyama,Outdoor,Hard,7,6,1,6,9,7
370,John-Patrick Smith,Kenny De Schepper,Outdoor,Hard,6,4,6,3,0,0
371,Marco Trungelliti,Peter Gojowczyk,Outdoor,Hard,5,0,(,R,0,0
372,Luca Vanni,Alexander Sarkissian,Outdoor,Hard,3,6,6,3,6,2
373,Di Wu,Miljan Zekic,Outdoor,Hard,6,4,6,2,0,0
374,Radek Stepanek,Sekou Bangoura,Outdoor,Hard,6,3,6,7,6,2
375,Frances Tiafoe,Marco Cecchinato,Outdoor,Hard,6,3,5,7,7,5
376,Marco Trungelliti,Jozef Kovalik,Outdoor,Hard,6,3,6,3,0,0
377,Yuichi Sugita,Marc Polmans,Outdoor,Hard,6,1,6,1,0,0
378,Duckhee Lee,Nicolas Kicker,Outdoor,Hard,5,7,7,5,6,1
379,Bjorn Fratangelo,Grega Zemlja,Outdoor,Hard,6,4,7,6,0,0
380,Yuki Bhambri,Stefan Kozlov,Outdoor,Hard,6,1,6,4,0,0
381,Miljan Zekic,Benjamin Becker,Outdoor,Hard,6,4,5,7,1,0
382,Andre Ghem,Joao Souza,Outdoor,Hard,6,2,5,7,8,6
383,Lukas Lacko,Jeremy Jahn,Outdoor,Hard,6,2,6,3,0,0
384,Evgeny Donskoy,Dmitry Popko,Outdoor,Hard,3,6,6,1,9,7
385,Jan Satral,Alessandro Giannessi,Outdoor,Hard,7,6,7,6,0,0
386,Taro Daniel,Aldin Setkic,Outdoor,Hard,7,5,6,4,0,0
387,Tobias Kamke,Dennis Novikov,Outdoor,Hard,7,6,6,4,0,0
388,Alex Bolt,Marius Copil,Outdoor,Hard,6,7,6,4,6,4
389,Mitchell Krueger,Marco Chiudinelli,Outdoor,Hard,1,6,6,4,6,3
390,Alexander Bublik,Arthur De Greef,Outdoor,Hard,5,7,6,3,8,6
391,Denis Kudla,Luke Saville,Outdoor,Hard,6,4,7,5,0,0
392,Uladzimir Ignatik,Vasek Pospisil,Outdoor,Hard,3,6,6,3,6,4
393,Rajeev Ram,Ilya Ivashka,Outdoor,Hard,6,4,6,4,0,0
394,Ernesto Escobedo,Maximilian Marterer,Outdoor,Hard,7,6,7,5,0,0
395,Peter Polansky,Tristan Lamasine,Outdoor,Hard,6,2,6,4,0,0
396,Alexander Sarkissian,Henri Laaksonen,Outdoor,Hard,6,4,6,1,0,0
397,Laslo Djere,Andrej Martin,Outdoor,Hard,6,0,6,2,0,0
398,Tim Smyczek,Jordi Samper-Montana,Outdoor,Hard,6,3,6,3,0,0
399,Julien Benneteau,Nikola Milojevic,Outdoor,Hard,6,3,6,3,0,0
400,Kenny De Schepper,Norbert Gombos,Outdoor,Hard,6,4,5,7,9,7
401,Casper Ruud,Teymuraz Gabashvili,Outdoor,Hard,6,4,6,4,0,0
402,Go Soeda,Ruben Bemelmans,Outdoor,Hard,7,6,6,3,0,0
403,Vincent Millot,Riccardo Bellotti,Outdoor,Hard,6,3,6,1,0,0
404,Thomas Fabbiano,Bradley Klahn,Outdoor,Hard,6,4,6,7,6,3
405,Roberto Carballes Baena,Marinko Matosevic,Outdoor,Hard,6,4,6,2,0,0
406,Marcelo Arevalo,Scott Jones,Outdoor,Hard,6,2,6,2,0,0
407,Matthias Bachinger,Franko Skugor,Outdoor,Hard,7,6,6,3,0,0
408,Mirza Basic,Lorenzo Giustino,Outdoor,Hard,3,6,6,3,6,2
409,Guilherme Clezar,Kristijan Mesaros,Outdoor,Hard,6,2,6,1,0,0
410,Kimmer Coppejans,Tennys Sandgren,Outdoor,Hard,6,1,7,6,0,0
411,Ivan Dodig,Amir Weintraub,Outdoor,Hard,6,2,6,2,0,0
412,Matthew Ebden,Andrey Golubev,Outdoor,Hard,6,1,6,2,0,0
413,Jonathan Eysseric,Mathias Bourgue,Outdoor,Hard,1,6,6,3,6,2
414,Peter Gojowczyk,Saketh Myneni,Outdoor,Hard,6,0,6,2,0,0
415,Maximo Gonzalez,Enrique Lopez-Perez,Outdoor,Hard,7,6,7,6,0,0
416,Tatsuma Ito,Daniel Masur,Outdoor,Hard,6,4,7,6,0,0
417,Blaz Kavcic,Matteo Donati,Outdoor,Hard,6,2,3,3,(,R
418,Yuya Kibi,Brian Baker,Outdoor,Hard,6,3,7,6,0,0
419,Darian King,Jose Hernandez-Fernandez,Outdoor,Hard,6,2,6,2,0,0
420,Pedja Krstin,Zdenek Kolar,Outdoor,Hard,3,6,6,1,7,5
421,James McGee,Matija Pecotic,Outdoor,Hard,7,6,7,5,0,0
422,Jurgen Melzer,Joris De Loore,Outdoor,Hard,6,2,3,6,6,3
423,Adrian Menendez-Maceiras,Daniel Brands,Outdoor,Hard,3,6,7,6,6,4
424,Hiroki Moriya,Harry Bourchier,Outdoor,Hard,6,2,6,3,0,0
425,Blake Mott,Alexander Kudryavtsev,Outdoor,Hard,6,1,6,2,0,0
426,Bradley Mousley,Marton Fucsovics,Outdoor,Hard,3,6,6,0,6,4
427,Reilly Opelka,Stefano Napolitano,Outdoor,Hard,7,5,6,3,0,0
428,Yannik Reuter,Steven Diez,Outdoor,Hard,6,3,2,6,6,4
429,Noah Rubin,Cedrik-Marcel Stebe,Outdoor,Hard,5,7,6,4,6,4
430,Andrey Rublev,Max Purcell,Outdoor,Hard,6,4,6,7,6,1
431,Mohamed Safwat,Pedro Sousa,Outdoor,Hard,7,6,6,4,0,0
432,Akira Santillan,Elias Ymer,Outdoor,Hard,6,3,7,6,0,0
433,John-Patrick Smith,Agustin Velotti,Outdoor,Hard,7,6,6,3,0,0
434,Stefanos Tsitsipas,Gavin Van Peperzeel,Outdoor,Hard,6,2,6,1,0,0
435,Yasutaka Uchiyama,Marko Tepavac,Outdoor,Hard,6,4,7,6,0,0
436,Luca Vanni,Federico Gaio,Outdoor,Hard,5,7,6,2,6,3
437,Di Wu,Maverick Banes,Outdoor,Hard,6,1,6,1,0,0
438,Alexander Zverev,Richard Gasquet,Indoor,Hard,7,6,6,3,0,0
439,Alexander Zverev,Jo-Wilfried Tsonga,Indoor,Hard,6,7,6,2,6,4
440,Richard Gasquet,Benoit Paire,Indoor,Hard,6,2,6,2,0,0
441,Jo-Wilfried Tsonga,Daniil Medvedev,Indoor,Hard,6,2,7,5,0,0
442,Richard Gasquet,Kenny De Schepper,Indoor,Hard,6,2,5,7,6,4
443,Alexander Zverev,Jeremy Chardy,Indoor,Hard,6,4,4,6,6,2
444,Benoit Paire,Dustin Brown,Indoor,Hard,1,0,(,R,0,0
445,Dustin Brown,Marin Cilic,Indoor,Hard,6,4,6,4,0,0
446,Jo-Wilfried Tsonga,Pierre-Hugues Herbert,Indoor,Hard,6,1,6,2,0,0
447,Richard Gasquet,Malek Jaziri,Indoor,Hard,7,5,6,2,0,0
448,Alexander Zverev,Aljaz Bedene,Indoor,Hard,7,5,3,6,6,4
449,Benoit Paire,Feliciano Lopez,Indoor,Hard,6,4,7,6,0,0
450,Daniil Medvedev,Fernando Verdasco,Indoor,Hard,6,3,6,3,0,0
451,Jeremy Chardy,Paul-Henri Mathieu,Indoor,Hard,3,6,6,1,6,4
452,Kenny De Schepper,Illya Marchenko,Indoor,Hard,7,6,7,6,0,0
453,Feliciano Lopez,Julien Benneteau,Indoor,Hard,6,3,4,6,7,6
454,Kenny De Schepper,Mischa Zverev,Indoor,Hard,6,4,6,3,0,0
455,Jeremy Chardy,Marcel Granollers,Indoor,Hard,6,0,3,6,6,3
456,Fernando Verdasco,Gregoire Barrere,Indoor,Hard,6,2,6,1,0,0
457,Aljaz Bedene,Borna Coric,Indoor,Hard,7,5,4,6,6,1
458,Dustin Brown,Guillermo Garcia-Lopez,Indoor,Hard,7,6,6,3,0,0
459,Pierre-Hugues Herbert,Calvin Hemery ,Indoor,Hard,6,3,7,5,0,0
460,Malek Jaziri,Tristan Lamasine,Indoor,Hard,1,6,7,5,7,6
461,Illya Marchenko,Quentin Halys,Indoor,Hard,6,4,6,4,0,0
462,Paul-Henri Mathieu,Vincent Millot,Indoor,Hard,6,2,4,6,6,3
463,Daniil Medvedev,Tobias Kamke,Indoor,Hard,6,2,7,6,0,0
464,Benoit Paire,Karen Khachanov,Indoor,Hard,7,6,6,4,0,0
465,Julien Benneteau,Stefano Napolitano,Indoor,Hard,3,6,6,4,6,4
466,Calvin Hemery ,Vincent Millot,Indoor,Hard,6,3,6,4,0,0
467,Kenny De Schepper,Gregoire Barrere,Indoor,Hard,7,6,6,2,0,0
468,Tristan Lamasine,Jonathan Eysseric,Indoor,Hard,4,6,7,6,6,3
469,Julien Benneteau,Fabrice Martin,Indoor,Hard,6,4,6,4,0,0
470,Vincent Millot,Corentin Moutet,Indoor,Hard,6,3,6,3,0,0
471,Kenny De Schepper,Aslan Karatsev,Indoor,Hard,7,6,6,2,0,0
472,Jonathan Eysseric,Albert Montanes,Indoor,Hard,6,4,7,5,0,0
473,Calvin Hemery ,Enrique Lopez-Perez,Indoor,Hard,6,3,6,4,0,0
474,Stefano Napolitano,Divij Sharan,Indoor,Hard,6,4,6,0,0,0
475,Gregoire Barrere,Jeremy Jahn,Indoor,Hard,6,2,6,3,0,0
476,Tristan Lamasine,Jordi Samper-Montana,Indoor,Hard,7,6,6,0,0,0
477,Victor Estrella Burgos,Paolo Lorenzi,Outdoor,Clay,6,7,7,5,7,6
478,Paolo Lorenzi,Albert Ramos-Vinolas,Outdoor,Clay,6,1,6,4,0,0
479,Victor Estrella Burgos,Thomaz Bellucci,Outdoor,Clay,7,6,7,6,0,0
480,Albert Ramos-Vinolas,Roberto Carballes Baena,Outdoor,Clay,7,5,4,6,6,2
481,Paolo Lorenzi,Rajeev Ram,Outdoor,Clay,6,3,6,4,0,0
482,Thomaz Bellucci,Renzo Olivo,Outdoor,Clay,6,2,6,1,0,0
483,Victor Estrella Burgos,Federico Gaio,Outdoor,Clay,6,4,6,4,0,0
484,Victor Estrella Burgos,Ivo Karlovic,Outdoor,Clay,6,7,7,6,7,6
485,Albert Ramos-Vinolas,Alejandro Falla,Outdoor,Clay,6,2,7,5,0,0
486,Paolo Lorenzi,Matthew Ebden,Outdoor,Clay,6,4,6,4,0,0
487,Thomaz Bellucci,Janko Tipsarevic,Outdoor,Clay,7,6,7,6,0,0
488,Renzo Olivo,Santiago Giraldo,Outdoor,Clay,7,6,2,6,6,3
489,Roberto Carballes Baena,Giovanni Lapentti,Outdoor,Clay,6,3,6,4,0,0
490,Federico Gaio,Gerald Melzer,Outdoor,Clay,6,7,6,3,7,6
491,Rajeev Ram,Nicolas Kicker,Outdoor,Clay,7,6,6,3,0,0
492,Rajeev Ram,Alexandr Dolgopolov,Outdoor,Clay,3,6,7,6,6,3
493,Gerald Melzer,Horacio Zeballos,Outdoor,Clay,6,7,6,3,7,6
494,Giovanni Lapentti,Thiago Monteiro,Outdoor,Clay,6,3,6,2,0,0
495,Renzo Olivo,Emilio Gomez,Outdoor,Clay,5,7,6,2,7,6
496,Roberto Carballes Baena,Rogerio Dutra Silva,Outdoor,Clay,6,3,6,1,0,0
497,Matthew Ebden,Agustin Velotti,Outdoor,Clay,2,6,6,4,6,3
498,Victor Estrella Burgos,Andrej Martin,Outdoor,Clay,3,6,6,2,6,4
499,Alejandro Falla,Alessandro Giannessi,Outdoor,Clay,6,4,6,3,0,0
500,Federico Gaio,Joao Souza,Outdoor,Clay,5,7,6,4,7,5
501,Santiago Giraldo,Benjamin Becker,Outdoor,Clay,6,4,6,4,0,0
502,Nicolas Kicker,Guido Andreozzi,Outdoor,Clay,4,6,6,3,6,4
503,Janko Tipsarevic,Daniel Gimeno-Traver,Outdoor,Clay,4,1,(,R,0,0
504,Roberto Carballes Baena,Alexander Sarkissian,Outdoor,Clay,3,6,7,6,6,4
505,Federico Gaio,Marco Cecchinato,Outdoor,Clay,6,7,7,6,6,4
506,Agustin Velotti,Eduardo Struvay,Outdoor,Clay,1,6,7,5,6,4
507,Alejandro Falla,Caio Zampieri,Outdoor,Clay,6,4,6,4,0,0
508,Roberto Carballes Baena,Andres Molteni,Outdoor,Clay,6,3,6,4,0,0
509,Alejandro Falla,Ruben Ramirez Hidalgo,Outdoor,Clay,6,4,3,6,6,1
510,Federico Gaio,Daniel Elahi Galan,Outdoor,Clay,6,2,3,6,7,6
511,Agustin Velotti,Camilo Ponce,Outdoor,Clay,6,3,6,1,0,0
512,Marco Cecchinato,Guilherme Clezar,Outdoor,Clay,4,6,7,6,7,6
513,Alexander Sarkissian,Juan Pablo Paz,Outdoor,Clay,6,4,6,4,0,0
514,Eduardo Struvay,Adrian Menendez-Maceiras,Outdoor,Clay,6,3,7,6,0,0
515,Caio Zampieri,Andrea Collarini,Outdoor,Clay,6,3,6,4,0,0
516,Grigor Dimitrov,David Goffin,Indoor,Hard,7,5,6,4,0,0
517,David Goffin,Roberto Bautista Agut,Indoor,Hard,5,7,6,4,7,6
518,Grigor Dimitrov,Nikoloz Basilashvili,Indoor,Hard,6,1,6,3,0,0
519,David Goffin,Steve Darcis,Indoor,Hard,6,1,6,3,0,0
520,Grigor Dimitrov,Viktor Troicki,Indoor,Hard,6,3,6,3,0,0
521,Roberto Bautista Agut,Gilles Muller,Indoor,Hard,7,5,7,6,0,0
522,Nikoloz Basilashvili,Martin Klizan,Indoor,Hard,0,6,6,3,6,3
523,Nikoloz Basilashvili,Dominic Thiem,Indoor,Hard,6,4,6,4,0,0
524,David Goffin,Radu Albot,Indoor,Hard,6,2,6,7,6,3
525,Grigor Dimitrov,Jerzy Janowicz,Indoor,Hard,4,6,6,3,7,5
526,Roberto Bautista Agut,Cedrik-Marcel Stebe,Indoor,Hard,7,6,6,3,0,0
527,Gilles Muller,Mikhail Youzhny,Indoor,Hard,6,3,7,5,0,0
528,Martin Klizan,Daniel Brands,Indoor,Hard,7,6,6,2,0,0
529,Viktor Troicki,Robin Haase,Indoor,Hard,2,6,6,4,7,6
530,Steve Darcis,Andreas Seppi,Indoor,Hard,6,3,7,5,0,0
531,Gilles Muller,Mathias Bourgue,Indoor,Hard,6,3,6,2,0,0
532,Martin Klizan,Andrey Kuznetsov,Indoor,Hard,6,0,7,6,0,0
533,Viktor Troicki,Cem Ilkel,Indoor,Hard,6,3,6,2,0,0
534,Radu Albot,Alexandar Lazarov,Indoor,Hard,7,6,6,2,0,0
535,Nikoloz Basilashvili,Adrian Mannarino,Indoor,Hard,7,6,7,6,0,0
536,Daniel Brands,Marco Chiudinelli,Indoor,Hard,6,7,7,6,6,2
537,Steve Darcis,Maximilian Marterer,Indoor,Hard,6,3,7,6,0,0
538,Robin Haase,Dimitar Kuzmanov,Indoor,Hard,6,4,6,3,0,0
539,Jerzy Janowicz,Dudi Sela,Indoor,Hard,6,4,6,4,0,0
540,Andreas Seppi,Damir Dzumhur,Indoor,Hard,7,6,3,6,6,3
541,Cedrik-Marcel Stebe,Teymuraz Gabashvili,Indoor,Hard,2,6,6,0,6,1
542,Mikhail Youzhny,Marko Tepavac,Indoor,Hard,7,6,6,4,0,0
543,Daniel Brands,Teymuraz Gabashvili,Indoor,Hard,6,4,3,6,6,4
544,Maximilian Marterer,Marko Tepavac,Indoor,Hard,7,6,7,5,0,0
545,Mathias Bourgue,Filip Krajinovic,Indoor,Hard,7,6,6,4,0,0
546,Cedrik-Marcel Stebe,Miljan Zekic,Indoor,Hard,7,6,6,0,0,0
547,Teymuraz Gabashvili,Daniel Masur,Indoor,Hard,7,5,4,6,7,6
548,Cedrik-Marcel Stebe,Steven Diez,Indoor,Hard,6,3,7,6,0,0
549,Maximilian Marterer,Adrian Andreev,Indoor,Hard,6,2,6,0,0,0
550,Mathias Bourgue,Alexandre Sidorenko,Indoor,Hard,5,7,6,3,6,2
551,Filip Krajinovic,Hiroki Moriya,Indoor,Hard,6,3,6,4,0,0
552,Miljan Zekic,Stefanos Tsitsipas,Indoor,Hard,6,4,6,3,0,0
553,Marko Tepavac,Sarp Agabigun,Indoor,Hard,6,4,6,2,0,0
554,Daniel Brands,Yannick Mertens,Indoor,Hard,7,5,4,6,6,2
555,Alexandr Dolgopolov,Kei Nishikori,Outdoor,Clay,7,6,6,4,0,0
556,Kei Nishikori,Carlos Berlocq,Outdoor,Clay,4,6,6,4,6,3
557,Alexandr Dolgopolov,Pablo Carreno Busta,Outdoor,Clay,7,5,6,2,0,0
558,Kei Nishikori,Joao Sousa,Outdoor,Clay,6,1,6,4,0,0
559,Pablo Carreno Busta,Albert Ramos-Vinolas,Outdoor,Clay,6,3,4,6,6,4
560,Carlos Berlocq,Thiago Monteiro,Outdoor,Clay,3,6,6,2,6,3
561,Alexandr Dolgopolov,Gerald Melzer,Outdoor,Clay,7,5,6,4,0,0
562,Kei Nishikori,Diego Schwartzman,Outdoor,Clay,5,7,6,2,6,2
563,Alexandr Dolgopolov,Pablo Cuevas,Outdoor,Clay,6,3,7,6,0,0
564,Carlos Berlocq,David Ferrer,Outdoor,Clay,6,4,6,2,0,0
565,Pablo Carreno Busta,Alessandro Giannessi,Outdoor,Clay,6,1,4,6,6,4
566,Albert Ramos-Vinolas,Leonardo Mayer,Outdoor,Clay,6,7,7,6,1,0
567,Joao Sousa,Federico Delbonis,Outdoor,Clay,7,5,6,3,0,0
568,Gerald Melzer,Guido Andreozzi,Outdoor,Clay,7,6,6,3,0,0
569,Thiago Monteiro,Tommy Robredo,Outdoor,Clay,6,3,6,4,0,0
570,Albert Ramos-Vinolas,Guido Pella,Outdoor,Clay,6,7,6,4,7,6
571,Joao Sousa,Horacio Zeballos,Outdoor,Clay,6,2,7,6,0,0
572,Tommy Robredo,Fabio Fognini,Outdoor,Clay,6,4,6,3,0,0
573,Gerald Melzer,Paolo Lorenzi,Outdoor,Clay,6,3,6,3,0,0
574,Guido Andreozzi,Renzo Olivo,Outdoor,Clay,2,6,6,4,6,4
575,Carlos Berlocq,Jozef Kovalik,Outdoor,Clay,6,4,6,4,0,0
576,Federico Delbonis,Stephane Robert,Outdoor,Clay,6,3,6,1,0,0
577,Alexandr Dolgopolov,Janko Tipsarevic,Outdoor,Clay,6,3,6,3,0,0
578,Alessandro Giannessi,Rogerio Dutra Silva,Outdoor,Clay,5,7,7,6,6,4
579,Leonardo Mayer,Gastao Elias,Outdoor,Clay,4,6,6,4,6,4
580,Thiago Monteiro,Victor Estrella Burgos,Outdoor,Clay,6,2,6,1,0,0
581,Diego Schwartzman,Facundo Bagnis,Outdoor,Clay,6,1,6,4,0,0
582,Rogerio Dutra Silva,Joao Souza,Outdoor,Clay,6,2,6,2,0,0
583,Alessandro Giannessi,Dusan Lajovic,Outdoor,Clay,6,3,3,6,6,1
584,Jozef Kovalik,Ruben Ramirez Hidalgo,Outdoor,Clay,6,3,1,6,6,4
585,Guido Andreozzi,Maximo Gonzalez,Outdoor,Clay,6,0,6,4,0,0
586,Rogerio Dutra Silva,Federico Coria,Outdoor,Clay,6,2,6,0,0,0
587,Dusan Lajovic,Simone Bolelli,Outdoor,Clay,6,1,6,4,0,0
588,Jozef Kovalik,Andrej Martin,Outdoor,Clay,5,2,(,R,0,0
589,Maximo Gonzalez,Nicolas Kicker,Outdoor,Clay,6,3,1,6,6,3
590,Guido Andreozzi,Manuel Pena Lopez,Outdoor,Clay,6,4,6,2,0,0
591,Alessandro Giannessi,Roberto Carballes Baena,Outdoor,Clay,6,4,6,4,0,0
592,Joao Souza,Marco Cecchinato,Outdoor,Clay,7,6,6,3,0,0
593,Ruben Ramirez Hidalgo,Arthur De Greef,Outdoor,Clay,6,4,6,2,0,0
594,Ryan Harrison,Nikoloz Basilashvili,Indoor,Hard,6,1,6,4,0,0
595,Nikoloz Basilashvili,Mikhail Kukushkin,Indoor,Hard,7,6,6,1,0,0
596,Ryan Harrison,Donald Young,Indoor,Hard,6,4,6,4,0,0
597,Donald Young,John Isner,Indoor,Hard,7,6,3,6,7,6
598,Mikhail Kukushkin,Steve Johnson,Indoor,Hard,6,0,6,4,0,0
599,Nikoloz Basilashvili,Matthew Ebden,Indoor,Hard,7,6,6,4,0,0
600,Ryan Harrison,Damir Dzumhur,Indoor,Hard,6,3,6,4,0,0
601,Nikoloz Basilashvili,Ivo Karlovic,Indoor,Hard,7,6,6,3,0,0
602,John Isner,Yoshihito Nishioka,Indoor,Hard,4,6,6,3,6,4
603,Ryan Harrison,Sam Querrey,Indoor,Hard,6,3,6,1,0,0
604,Steve Johnson,Tim Smyczek,Indoor,Hard,3,6,6,4,6,2
605,Damir Dzumhur,Steve Darcis,Indoor,Hard,7,6,6,4,0,0
606,Matthew Ebden,Taylor Fritz,Indoor,Hard,6,4,4,6,6,3
607,Mikhail Kukushkin,Darian King,Indoor,Hard,6,3,6,0,0,0
608,Donald Young,Reilly Opelka,Indoor,Hard,7,6,6,3,0,0
609,Darian King,Bernard Tomic,Indoor,Hard,6,4,6,4,0,0
610,Donald Young,Adrian Mannarino,Indoor,Hard,3,6,7,5,7,6
611,Steve Darcis,Radu Albot,Indoor,Hard,7,5,3,6,6,4
612,Taylor Fritz,Yen-Hsun Lu,Indoor,Hard,4,6,7,6,7,6
613,Nikoloz Basilashvili,Jordan Thompson,Indoor,Hard,6,3,6,0,0,0
614,Damir Dzumhur,Kevin Anderson,Indoor,Hard,6,7,7,6,6,4
615,Matthew Ebden,Peter Polansky,Indoor,Hard,6,7,6,3,6,1
616,Ryan Harrison,Konstantin Kravchuk,Indoor,Hard,6,3,7,5,0,0
617,Mikhail Kukushkin,Benjamin Becker,Indoor,Hard,6,3,6,4,0,0
618,Yoshihito Nishioka,Guillermo Garcia-Lopez,Indoor,Hard,6,4,6,4,0,0
619,Reilly Opelka,Jared Donaldson,Indoor,Hard,6,1,7,5,0,0
620,Tim Smyczek,Frances Tiafoe,Indoor,Hard,6,3,5,7,6,3
621,Peter Polansky,Matthew Barton,Indoor,Hard,6,2,6,1,0,0
622,Tim Smyczek,Benjamin Becker,Indoor,Hard,(,W,0,0,0,0
623,Darian King,Tatsuma Ito,Indoor,Hard,6,1,3,0,(,R
624,Matthew Ebden,Brian Baker,Indoor,Hard,6,2,6,4,0,0
625,Peter Polansky,Jeevan Nedunchezhiyan,Indoor,Hard,6,3,6,3,0,0
626,Benjamin Becker,Nikola Mektic,Indoor,Hard,6,3,6,3,0,0
627,Matthew Ebden,Denis Kudla,Indoor,Hard,7,6,1,6,6,1
628,Darian King,Andrew Watson,Indoor,Hard,6,2,6,3,0,0
629,Brian Baker,Elias Ymer,Indoor,Hard,6,4,6,4,0,0
630,Tim Smyczek,Scott Lipsky,Indoor,Hard,6,2,6,3,0,0
631,Tatsuma Ito,James McGee,Indoor,Hard,4,6,7,6,6,1
632,Matthew Barton,Tommy Paul,Indoor,Hard,6,3,3,6,7,6
633,Jo-Wilfried Tsonga,David Goffin,Indoor,Hard,4,6,6,4,6,1
634,David Goffin,Pierre-Hugues Herbert,Indoor,Hard,6,1,6,3,0,0
635,Jo-Wilfried Tsonga,Tomas Berdych,Indoor,Hard,6,3,6,4,0,0
636,Jo-Wilfried Tsonga,Marin Cilic,Indoor,Hard,7,6,7,6,0,0
637,Pierre-Hugues Herbert,Dominic Thiem,Indoor,Hard,6,4,7,6,0,0
638,David Goffin,Grigor Dimitrov,Indoor,Hard,6,4,1,6,6,3
639,Tomas Berdych,Martin Klizan,Indoor,Hard,6,3,6,3,0,0
640,Marin Cilic,Borna Coric,Indoor,Hard,6,1,2,6,6,4
641,Dominic Thiem,Gilles Simon,Indoor,Hard,6,4,7,6,0,0
642,David Goffin,Robin Haase,Indoor,Hard,5,7,6,4,6,4
643,Tomas Berdych,Richard Gasquet,Indoor,Hard,7,6,6,1,0,0
644,Grigor Dimitrov,Denis Istomin,Indoor,Hard,7,6,6,1,0,0
645,Jo-Wilfried Tsonga,Gilles Muller,Indoor,Hard,6,4,6,2,0,0
